Date,Price,Bathrooms,Bathrooms (bin),Bedrooms,Bedrooms (bin),Condition,Floors,Grade,Id,Lat,Long,Price (bin),Sqft Living,Sqft Lot,View,Waterfront,Yr Built,Zipcode
4/9/2015,340000,2.5,2.4,3,2.9,Average,2,7,9320990110,47.4319,-122.328,319K,"1,720","4,120",No View,No,1999,98148
4/21/2015,348000,2.5,2.4,3,2.9,Average,2,7,9320990090,47.4317,-122.328,319K,"1,730","4,004",No View,No,1999,98148
4/22/2015,339950,2.5,2.4,3,2.9,Average,2,7,9320990140,47.432,-122.329,319K,"1,730","4,286",No View,No,1999,98148
4/13/2015,292000,2.5,2.4,3,2.9,Average,2,7,7812500180,47.4939,-122.261,283K,"1,600","3,580",No View,No,2000,98178
4/23/2015,503500,2.5,2.4,3,2.9,Average,2,7,2770601462,47.6513,-122.386,496K,"1,810","1,750",No View,No,1997,98199
4/10/2015,402723,2.75,2.4,3,2.9,Average,2,7,4253400100,47.5788,-122.315,390K,"1,160","1,073",No View,No,2007,98144
4/27/2015,852000,3,2.4,3,2.9,Average,2,7,6762700340,47.6288,-122.321,850K,"2,400","4,000",No View,No,1905,98102
4/8/2015,605000,3,2.4,3,2.9,Average,2,7,2768300736,47.6666,-122.37,602K,"1,760","2,114",No View,No,2008,98107
4/23/2015,730000,3.5,3.2,3,2.9,Average,2,7,7560000050,47.589,-122.165,708K,"2,440","3,502",No View,No,2000,98005
4/1/2015,362500,3.5,3.2,3,2.9,Average,2,7,3278606050,47.5459,-122.368,354K,"1,710","2,212",No View,No,2013,98126
4/13/2015,675000,1.5,0.8,3,2.9,Average,2,8,324000280,47.5714,-122.385,673K,"1,710","4,000",No View,No,1926,98116
4/7/2015,500000,1.5,0.8,3,2.9,Average,2,8,2997800015,47.5773,-122.409,496K,"1,330","1,265",No View,No,2008,98116
4/28/2015,270000,1.75,1.6,3,2.9,Average,2,8,7697800170,47.7762,-122.198,248K,"1,800","9,314",No View,No,1979,98011
4/1/2015,279800,1.75,1.6,3,2.9,Average,2,8,2895800780,47.5171,-122.347,248K,"1,410","2,052",No View,No,2014,98106
4/17/2015,274800,1.75,1.6,3,2.9,Average,2,8,2895800750,47.5171,-122.347,248K,"1,410","1,988",No View,No,2014,98106
4/16/2015,460000,2,1.6,3,2.9,Average,2,8,3463400330,47.3102,-122.042,425K,"2,930","29,136",No View,No,1990,98010
4/10/2015,500000,2,1.6,3,2.9,Average,2,8,2423069164,47.4726,-121.99,496K,"1,990","65,340",No View,No,1986,98027
4/13/2015,350000,2.25,1.6,3,2.9,Average,2,8,8857100180,47.6108,-122.113,319K,"1,410","1,340",No View,No,1967,98008
4/2/2015,540000,2.25,1.6,3,2.9,Average,2,8,1624079104,47.5599,-121.911,531K,"2,000","217,800",No View,No,1996,98024
4/30/2015,402500,2.25,1.6,3,2.9,Average,2,8,114100234,47.7668,-122.243,390K,"2,160","9,540",No View,No,1979,98028
4/14/2015,500000,2.25,1.6,3,2.9,Average,2,8,3904980030,47.5756,-122.01,496K,"1,690","4,964",No View,No,1989,98029
4/26/2015,260000,2.25,1.6,3,2.9,Average,2,8,8943600020,47.4196,-122.193,248K,"1,413","3,403",No View,No,2009,98031
4/8/2015,626000,2.25,1.6,3,2.9,Average,2,8,7427800080,47.6882,-122.171,602K,"1,810","5,107",No View,No,1989,98033
4/29/2015,380000,2.25,1.6,3,2.9,Average,2,8,1843100540,47.3742,-122.125,354K,"2,530","12,042",No View,No,1989,98042
4/1/2015,415000,2.25,1.6,3,2.9,Average,2,8,1422300030,47.4616,-121.711,390K,"1,510","36,224",No View,No,1991,98045
4/21/2015,550000,2.25,1.6,3,2.9,Average,2,8,1330900050,47.6486,-122.035,531K,"1,850","37,264",No View,No,1981,98053
4/15/2015,605000,2.25,1.6,3,2.9,Average,2,8,8651511250,47.6481,-122.061,602K,"1,960","10,139",No View,No,1984,98074
4/9/2015,550000,2.25,1.6,3,2.9,Average,2,8,6600220490,47.6283,-122.032,531K,"1,880","11,556",No View,No,1987,98074
4/16/2015,324900,2.25,1.6,3,2.9,Average,2,8,4137010010,47.261,-122.219,319K,"2,080","9,740",No View,No,1988,98092
4/27/2015,325000,2.25,1.6,3,2.9,Average,2,8,2424039029,47.555,-122.362,319K,"1,330","1,198",No View,No,2007,98106
4/25/2015,539000,2.25,1.6,3,2.9,Average,2,8,2768301477,47.6651,-122.368,531K,"1,280","1,187",No View,No,2008,98107
4/7/2015,521500,2.25,1.6,3,2.9,Average,2,8,9126101121,47.6076,-122.304,496K,"1,450","1,619",No View,No,2006,98122
4/7/2015,460000,2.25,1.6,3,2.9,Average,2,8,2394600157,47.587,-122.301,425K,"1,530","1,840",No View,No,2008,98144
4/17/2015,430100,2.25,1.6,3,2.9,Average,2,8,9834201370,47.5701,-122.288,425K,"1,400","1,078",No View,No,2009,98144
4/10/2015,299999,2.5,2.4,3,2.9,Average,2,8,4031700030,47.2932,-122.283,283K,"2,380","9,719",No View,No,2001,98001
4/10/2015,259000,2.5,2.4,3,2.9,Average,2,8,1687000200,47.2872,-122.283,248K,"2,153","4,400",No View,No,2007,98001
4/29/2015,351000,2.5,2.4,3,2.9,Average,2,8,6181500100,47.3054,-122.276,319K,"2,594","4,455",No View,No,2012,98001
4/10/2015,308000,2.5,2.4,3,2.9,Average,2,8,5205000250,47.275,-122.295,283K,"2,320","7,140",No View,No,1990,98003
4/28/2015,280000,2.5,2.4,3,2.9,Average,2,8,7212651440,47.2674,-122.306,248K,"1,970","8,426",No View,No,1992,98003
4/27/2015,304000,2.5,2.4,3,2.9,Average,2,8,7212650850,47.2635,-122.312,283K,"1,710","6,773",No View,No,1993,98003
4/21/2015,750000,2.5,2.4,3,2.9,Average,2,8,9552700550,47.5471,-122.149,744K,"2,360","12,987",No View,No,1983,98006
4/20/2015,541900,2.5,2.4,3,2.9,Average,2,8,8944600060,47.6091,-122.147,531K,"1,880","3,054",No View,No,1988,98007
4/21/2015,790000,2.5,2.4,3,2.9,Average,2,8,6151800330,47.3389,-122.048,779K,"2,390","15,084",No View,No,2000,98010
4/3/2015,480000,2.5,2.4,3,2.9,Average,2,8,9527310180,47.7761,-122.169,460K,"2,200","4,692",No View,No,2005,98011
4/9/2015,377000,2.5,2.4,3,2.9,Average,2,8,9429400060,47.7447,-121.984,354K,"1,870","5,333",No View,No,2012,98019
4/6/2015,316000,2.5,2.4,3,2.9,Average,2,8,9264921030,47.311,-122.345,283K,"2,550","8,170",No View,No,1985,98023
4/30/2015,323800,2.5,2.4,3,2.9,Average,2,8,1895450090,47.2923,-122.36,319K,"2,060","7,658",No View,No,2003,98023
4/10/2015,525000,2.5,2.4,3,2.9,Average,2,8,5561000600,47.4594,-121.986,496K,"2,190","34,528",No View,No,1994,98027
4/23/2015,589999,2.5,2.4,3,2.9,Average,2,8,8562770720,47.537,-122.074,567K,"2,140","3,628",No View,No,2006,98027
4/17/2015,612000,2.5,2.4,3,2.9,Average,2,8,3904960690,47.5781,-122.018,602K,"2,120","7,401",No View,No,1989,98029
4/23/2015,535000,2.5,2.4,3,2.9,Average,2,8,3904960150,47.5759,-122.012,531K,"1,970","6,634",No View,No,1989,98029
4/21/2015,560000,2.5,2.4,3,2.9,Average,2,8,3905040590,47.5714,-122.002,531K,"2,180","7,169",No View,No,1990,98029
4/13/2015,477000,2.5,2.4,3,2.9,Average,2,8,8944360290,47.5772,-121.998,460K,"1,740","4,960",No View,No,1992,98029
4/15/2015,612000,2.5,2.4,3,2.9,Average,2,8,3905120830,47.5723,-122.007,602K,"2,180","5,496",No View,No,1994,98029
4/22/2015,595000,2.5,2.4,3,2.9,Average,2,8,3629870110,47.5491,-122.005,567K,"1,910","3,075",No View,No,2001,98029
4/1/2015,550000,2.5,2.4,3,2.9,Average,2,8,3630060150,47.5469,-121.997,531K,"2,080","2,625",No View,No,2006,98029
4/2/2015,740000,2.5,2.4,3,2.9,Average,2,8,2597490410,47.543,-122.01,708K,"2,350","3,798",No View,No,2013,98029
4/28/2015,354000,2.5,2.4,3,2.9,Average,2,8,6624030050,47.4166,-122.183,319K,"2,160","15,817",No View,No,1999,98031
4/23/2015,389950,2.5,2.4,3,2.9,Average,2,8,8943600430,47.4221,-122.192,390K,"2,283","3,996",No View,No,2008,98031
4/1/2015,208633,2.5,2.4,3,2.9,Average,2,8,5104530560,47.3537,-122,177K,"2,040","3,810",No View,No,2006,98038
4/20/2015,404000,2.5,2.4,3,2.9,Average,2,8,5104530220,47.3515,-121.999,390K,"2,370","4,324",No View,No,2006,98038
4/23/2015,398096,2.5,2.4,3,2.9,Average,2,8,255460240,47.37,-122.019,390K,"2,370","5,321",No View,No,2014,98038
4/6/2015,304000,2.5,2.4,3,2.9,Average,2,8,5437600010,47.3925,-122.165,283K,"1,670","5,298",No View,No,2002,98042
4/7/2015,301000,2.5,2.4,3,2.9,Average,2,8,2799800710,47.3663,-122.122,283K,"2,420","4,750",No View,No,2003,98042
4/16/2015,490000,2.5,2.4,3,2.9,Average,2,8,2607760680,47.4833,-121.8,460K,"2,040","9,622",No View,No,1995,98045
4/20/2015,440000,2.5,2.4,3,2.9,Average,2,8,7787100390,47.4876,-121.779,425K,"2,040","7,605",No View,No,1996,98045
4/16/2015,550000,2.5,2.4,3,2.9,Average,2,8,8121200620,47.7229,-122.11,531K,"1,680","10,455",No View,No,1982,98052
4/20/2015,636000,2.5,2.4,3,2.9,Average,2,8,7694800270,47.6664,-122.131,602K,"2,140","2,770",No View,No,2007,98052
4/8/2015,417000,2.5,2.4,3,2.9,Average,2,8,9133600120,47.4867,-122.223,390K,"2,040","11,211",No View,No,2000,98055
4/24/2015,305000,2.5,2.4,3,2.9,Average,2,8,7300000550,47.4288,-122.19,283K,"1,714","3,240",No View,No,2005,98055
4/27/2015,305000,2.5,2.4,3,2.9,Average,2,8,2781280290,47.4491,-122.188,283K,"1,610","3,516",No View,No,2006,98055
4/10/2015,350000,2.5,2.4,3,2.9,Average,2,8,869700370,47.4913,-122.154,319K,"1,630","3,425",No View,No,1999,98059
4/21/2015,395000,2.5,2.4,3,2.9,Average,2,8,1560870040,47.4904,-122.158,390K,"1,960","3,953",No View,No,1999,98059
4/23/2015,630000,2.5,2.4,3,2.9,Average,2,8,5095401070,47.4714,-122.071,602K,"3,490","12,410",No View,No,2009,98059
4/2/2015,465000,2.5,2.4,3,2.9,Average,2,8,7852020800,47.5348,-121.866,460K,"1,890","4,808",No View,No,2000,98065
4/24/2015,450000,2.5,2.4,3,2.9,Average,2,8,3862710030,47.5337,-121.841,425K,"1,800","4,357",No View,No,2013,98065
4/23/2015,433190,2.5,2.4,3,2.9,Average,2,8,3862700020,47.5336,-121.838,425K,"1,650","2,787",No View,No,2014,98065
4/17/2015,360000,2.5,2.4,3,2.9,Average,2,8,4249400270,47.7732,-122.163,354K,"1,480","3,851",No View,No,1998,98072
4/17/2015,475000,2.5,2.4,3,2.9,Average,2,8,6979970140,47.7515,-122.174,460K,"2,370","3,239",No View,No,2006,98072
4/16/2015,515000,2.5,2.4,3,2.9,Average,2,8,9532000010,47.7713,-122.167,496K,"2,000","3,837",No View,No,2011,98072
4/15/2015,552775,2.5,2.4,3,2.9,Average,2,8,2225069062,47.6326,-122.015,531K,"1,900","18,414",No View,No,1971,98074
4/13/2015,456000,2.5,2.4,3,2.9,Average,2,8,8635760330,47.6018,-122.021,425K,"1,820","2,935",No View,No,1999,98074
4/13/2015,567500,2.5,2.4,3,2.9,Average,2,8,8961990160,47.6036,-122.014,567K,"2,080","4,556",No View,No,1999,98074
4/25/2015,792000,2.5,2.4,3,2.9,Average,2,8,7527000020,47.6569,-122.088,779K,"2,250","19,270",No View,No,1999,98074
4/22/2015,465000,2.5,2.4,3,2.9,Average,2,8,7215721350,47.5997,-122.016,460K,"1,650","4,636",No View,No,1999,98075
4/9/2015,625000,2.5,2.4,3,2.9,Average,2,8,4221250340,47.5901,-122.018,602K,"2,280","4,757",No View,No,2003,98075
4/10/2015,319950,2.5,2.4,3,2.9,Average,2,8,4137000070,47.265,-122.22,319K,"2,240","7,500",No View,No,1985,98092
4/1/2015,220000,2.5,2.4,3,2.9,Average,2,8,4137010540,47.2656,-122.217,213K,"1,980","11,900",No View,No,1990,98092
4/14/2015,260000,2.5,2.4,3,2.9,Average,2,8,4136950070,47.2625,-122.221,248K,"1,500","7,401",No View,No,1998,98092
4/25/2015,303000,2.5,2.4,3,2.9,Average,2,8,7300410060,47.3311,-122.17,283K,"1,850","4,957",No View,No,1999,98092
4/15/2015,495000,2.5,2.4,3,2.9,Average,2,8,2421059036,47.2935,-122.108,460K,"2,577","156,816",No View,No,2000,98092
4/8/2015,279950,2.5,2.4,3,2.9,Average,2,8,7299600950,47.2585,-122.201,248K,"1,608","4,800",No View,No,2013,98092
4/27/2015,299000,2.5,2.4,3,2.9,Average,2,8,7299601870,47.2615,-122.198,283K,"1,572","4,000",No View,No,2013,98092
4/3/2015,274950,2.5,2.4,3,2.9,Average,2,8,7299600140,47.2582,-122.198,248K,"1,608","4,000",No View,No,2014,98092
4/14/2015,660000,2.5,2.4,3,2.9,Average,2,8,8129700728,47.6594,-122.355,638K,"1,780","1,729",No View,No,2008,98103
4/16/2015,672000,2.5,2.4,3,2.9,Average,2,8,8129700743,47.6597,-122.355,638K,"1,780","1,647",No View,No,2008,98103
4/8/2015,590000,2.5,2.4,3,2.9,Average,2,8,9276202130,47.5787,-122.392,567K,"1,710","2,875",No View,No,2006,98116
4/22/2015,530000,2.5,2.4,3,2.9,Average,2,8,2770603523,47.6515,-122.375,496K,"1,410","1,250",No View,No,2010,98119
4/28/2015,400000,2.5,2.4,3,2.9,Average,2,8,9358001732,47.566,-122.366,390K,"1,390","2,815",No View,No,1999,98126
4/7/2015,391000,2.5,2.4,3,2.9,Average,2,8,3278612450,47.5436,-122.369,390K,"1,800","1,120",No View,No,2011,98126
4/28/2015,549950,2.5,2.4,3,2.9,Average,2,8,7283900045,47.7655,-122.35,531K,"2,160","6,288",No View,No,1996,98133
4/16/2015,375000,2.5,2.4,3,2.9,Average,2,8,7660100236,47.5893,-122.317,354K,"1,300","1,362",No View,No,2008,98144
4/27/2015,394950,2.5,2.4,3,2.9,Average,2,8,2612000200,47.4808,-122.28,390K,"2,050","8,172",No View,No,2002,98168
4/17/2015,345000,2.75,2.4,3,2.9,Average,2,8,3260810580,47.3486,-122.301,319K,"2,190","7,258",No View,No,2000,98003
4/2/2015,475000,2.75,2.4,3,2.9,Average,2,8,7852020670,47.5336,-121.867,460K,"1,890","3,938",No View,No,1999,98065
4/27/2015,415000,2.75,2.4,3,2.9,Average,2,8,7853340450,47.5164,-121.878,390K,"1,770","3,172",No View,No,2009,98065
4/10/2015,417000,2.75,2.4,3,2.9,Average,2,8,8887001625,47.501,-122.463,390K,"1,820","52,889",No View,No,1991,98070
4/15/2015,535000,2.75,2.4,3,2.9,Average,2,8,3123049320,47.4369,-122.338,531K,"2,300","12,197",No View,No,1989,98166
4/22/2015,260000,3,2.4,3,2.9,Average,2,8,7575620120,47.3532,-122.306,248K,"2,390","8,993",No View,No,1988,98003
4/1/2015,432500,3,2.4,3,2.9,Average,2,8,9306500200,47.4408,-122.161,425K,"2,500","6,000",No View,No,2012,98058
4/1/2015,615000,3,2.4,3,2.9,Average,2,8,2902201126,47.6408,-122.327,602K,"1,420",991,No View,No,2005,98102
4/13/2015,357500,3,2.4,3,2.9,Average,2,8,2114700374,47.5344,-122.348,354K,"1,730","1,442",No View,No,2008,98106
4/16/2015,514700,3.25,3.2,3,2.9,Average,2,8,2767704251,47.6744,-122.374,496K,"1,310","1,072",No View,No,2008,98107
4/1/2015,547500,3.25,3.2,3,2.9,Average,2,8,7217400389,47.6127,-122.299,531K,"1,720","1,977",No View,No,2007,98122
4/23/2015,448000,3.25,3.2,3,2.9,Average,2,8,9297302031,47.5637,-122.375,425K,"1,560","1,345",No View,No,2009,98126
4/23/2015,500000,3.5,3.2,3,2.9,Average,2,8,3575302245,47.6213,-122.065,496K,"2,150","4,368",No View,No,1998,98074
4/18/2015,550000,3.5,3.2,3,2.9,Average,2,8,1972205338,47.6475,-122.359,531K,"1,450","1,091",No View,No,2007,98119
4/20/2015,838000,3.75,3.2,3,2.9,Average,2,8,2423059060,47.4658,-122.115,815K,"2,930","150,945",No View,No,1972,98058
4/21/2015,550000,3.75,3.2,3,2.9,Average,2,8,7548800050,47.5875,-122.315,531K,"1,580","1,303",No View,No,2010,98144
4/27/2015,585000,2,1.6,3,2.9,Average,2,9,2621069066,47.2737,-122.015,567K,"3,190","207,346",No View,No,1994,98022
4/17/2015,639000,2.25,1.6,3,2.9,Average,2,9,1891100130,47.695,-122.169,638K,"1,400","2,421",No View,No,2005,98034
4/22/2015,631000,2.25,1.6,3,2.9,Average,2,9,8077100031,47.6814,-122.288,602K,"1,670","1,396",No View,No,2015,98115
4/29/2015,978500,2.25,1.6,3,2.9,Average,2,9,1068000110,47.6455,-122.409,956K,"2,060","7,080",No View,No,1940,98199
4/30/2015,425000,2.5,2.4,3,2.9,Average,2,9,9264030040,47.3185,-122.259,390K,"2,650","12,247",No View,No,2002,98001
4/23/2015,765000,2.5,2.4,3,2.9,Average,2,9,2597520790,47.5438,-122.139,744K,"2,310","11,993",No View,No,1988,98006
4/3/2015,590000,2.5,2.4,3,2.9,Average,2,9,6308000020,47.5441,-122.172,567K,"2,290","4,203",No View,No,2001,98006
4/23/2015,585000,2.5,2.4,3,2.9,Average,2,9,6308000010,47.5443,-122.172,567K,"2,290","5,089",No View,No,2001,98006
4/7/2015,660000,2.5,2.4,3,2.9,Average,2,9,4178600040,47.7446,-122.193,638K,"2,390","15,669",No View,No,1991,98011
4/14/2015,750000,2.5,2.4,3,2.9,Average,2,9,9545250110,47.5361,-122.051,744K,"2,560","9,182",No View,No,1993,98027
4/30/2015,535000,2.5,2.4,3,2.9,Average,2,9,3649100674,47.7379,-122.248,531K,"2,390","6,263",No View,No,2003,98028
4/3/2015,620000,2.5,2.4,3,2.9,Average,2,9,3904902430,47.5634,-122.016,602K,"2,440","10,363",No View,No,1988,98029
4/10/2015,650000,2.5,2.4,3,2.9,Average,2,9,3629910370,47.5506,-121.993,638K,"2,190","3,600",No View,No,2003,98029
4/8/2015,374000,2.5,2.4,3,2.9,Average,2,9,3831250350,47.3573,-122.202,354K,"2,185","6,042",No View,No,2009,98030
4/2/2015,391500,2.5,2.4,3,2.9,Average,2,9,3166900270,47.3512,-122.135,390K,"2,424","6,143",No View,No,2014,98030
4/25/2015,420000,2.5,2.4,3,2.9,Average,2,9,3791400250,47.4044,-122.208,390K,"2,480","6,180",No View,No,1999,98031
4/2/2015,910000,2.5,2.4,3,2.9,Average,2,9,3982700088,47.6894,-122.195,886K,"2,720","7,250",No View,No,1990,98033
4/9/2015,465000,2.5,2.4,3,2.9,Average,2,9,2522059251,47.3619,-122.122,460K,"2,050","15,035",No View,No,2006,98042
4/24/2015,680000,2.5,2.4,3,2.9,Average,2,9,9510970530,47.6649,-122.082,673K,"2,120","3,600",No View,No,2005,98052
4/29/2015,593567,2.5,2.4,3,2.9,Average,2,9,9510970010,47.6658,-122.084,567K,"1,770","3,205",No View,No,2005,98052
4/2/2015,715000,2.5,2.4,3,2.9,Average,2,9,1668500090,47.6495,-122.042,708K,"2,770","39,529",No View,No,1987,98053
4/28/2015,753000,2.5,2.4,3,2.9,Average,2,9,1125069086,47.664,-121.993,744K,"3,070","223,463",No View,No,2003,98053
4/23/2015,655000,2.5,2.4,3,2.9,Average,2,9,6388920410,47.528,-122.171,638K,"2,370","7,916",No View,No,1990,98056
4/2/2015,564450,2.5,2.4,3,2.9,Average,2,9,3449820380,47.512,-122.174,531K,"2,710","6,174",No View,No,1998,98056
4/23/2015,400000,2.5,2.4,3,2.9,Average,2,9,2472920800,47.4395,-122.151,390K,"2,080","7,877",No View,No,1987,98058
4/13/2015,440000,2.5,2.4,3,2.9,Average,2,9,1310440590,47.435,-122.107,425K,"2,290","6,302",No View,No,1997,98058
4/9/2015,654300,2.5,2.4,3,2.9,Average,2,9,6646200710,47.625,-122.042,638K,"2,490","8,582",No View,No,2000,98074
4/24/2015,782500,2.5,2.4,3,2.9,Average,2,9,8651611640,47.6325,-122.064,779K,"3,750","7,821",No View,No,2001,98074
4/14/2015,652100,2.5,2.4,3,2.9,Average,2,9,1703050520,47.6297,-122.021,638K,"2,380","5,017",No View,No,2003,98074
4/21/2015,948000,2.5,2.4,3,2.9,Average,2,9,3299610260,47.5635,-122.032,921K,"3,510","9,824",No View,No,2002,98075
4/22/2015,775900,2.5,2.4,3,2.9,Average,2,9,2326600150,47.5618,-122.027,744K,"2,700","5,764",No View,No,2014,98075
4/16/2015,775000,2.5,2.4,3,2.9,Average,2,9,1853000030,47.7292,-122.082,744K,"3,550","32,807",No View,No,1989,98077
4/6/2015,625000,2.5,2.4,3,2.9,Average,2,9,3249500020,47.75,-122.024,602K,"2,750","35,000",No View,No,1993,98077
4/22/2015,630000,2.5,2.4,3,2.9,Average,2,9,1026069163,47.7602,-122.022,602K,"2,460","38,794",No View,No,1999,98077
4/17/2015,649950,2.5,2.4,3,2.9,Average,2,9,1980200236,47.7329,-122.356,638K,"2,420","6,847",No View,No,2009,98133
4/13/2015,425000,2.75,2.4,3,2.9,Average,2,9,4397010480,47.3815,-122.146,390K,"2,600","10,874",No View,No,1994,98042
4/6/2015,599832,2.75,2.4,3,2.9,Average,2,9,7853370100,47.519,-121.878,567K,"3,230","5,200",No View,No,2014,98065
4/8/2015,525000,2.75,2.4,3,2.9,Average,2,9,1604601803,47.5661,-122.29,496K,"2,130","1,400",No View,No,2010,98118
4/20/2015,925000,3.25,3.2,3,2.9,Average,2,9,2024059110,47.5506,-122.187,921K,"4,110","20,900",No View,No,2002,98006
4/24/2015,279900,3.25,3.2,3,2.9,Average,2,9,7893802670,47.4114,-122.334,248K,"2,240","5,000",No View,No,1989,98198
4/2/2015,570000,3.25,3.2,3,2.9,Average,2,9,2770601912,47.6493,-122.384,567K,"1,550","1,280",No View,No,2013,98199
4/16/2015,532000,3.75,3.2,3,2.9,Average,2,9,1604601804,47.566,-122.29,531K,"2,260","2,050",No View,No,2010,98118
4/2/2015,735000,2.5,2.4,3,2.9,Average,2,10,1277000240,47.6239,-122.144,708K,"2,540","6,762",No View,No,1998,98007
4/14/2015,640000,2.5,2.4,3,2.9,Average,2,10,1150000200,47.5595,-122.019,638K,"2,420","8,244",No View,No,1988,98029
4/28/2015,872750,2.5,2.4,3,2.9,Average,2,10,11500240,47.6944,-122.102,850K,"2,870","13,695",No View,No,1991,98052
4/10/2015,894400,2.5,2.4,3,2.9,Average,2,10,425069136,47.6854,-122.048,886K,"3,100","45,738",No View,No,1991,98053
4/1/2015,905000,2.5,2.4,3,2.9,Average,2,10,3401700040,47.739,-122.129,886K,"3,450","48,787",No View,No,1987,98072
4/13/2015,705000,2.5,2.4,3,2.9,Average,2,10,3066400750,47.6286,-122.051,673K,"2,500","10,359",No View,No,1986,98074
4/7/2015,720000,2.5,2.4,3,2.9,Average,2,10,3066400710,47.6295,-122.051,708K,"2,520","10,012",No View,No,1987,98074
4/7/2015,615000,2.5,2.4,3,2.9,Average,2,10,2770602335,47.6478,-122.383,602K,"1,490","1,410",No View,No,2008,98199
4/20/2015,600000,3,2.4,3,2.9,Average,2,10,5631500292,47.7338,-122.234,567K,"3,530","8,345",No View,No,2006,98028
4/2/2015,902500,3.5,3.2,3,2.9,Average,2,10,4067600160,47.3388,-122.033,886K,"3,240","23,522",No View,No,1992,98010
4/12/2015,699000,3.5,3.2,3,2.9,Average,2,10,626059365,47.7636,-122.216,673K,"3,200","10,344",No View,No,2007,98011
4/12/2015,720000,2.5,2.4,3,2.9,Average,2,11,7504050090,47.6396,-122.054,708K,"2,820","14,250",No View,No,1991,98074
4/30/2015,964000,2.5,2.4,3,2.9,Average,2,11,1825069072,47.6544,-122.085,956K,"3,630","9,475",No View,No,1999,98074
4/3/2015,387500,1,0.8,4,3.9,Average,2,6,7454001405,47.512,-122.376,354K,"1,370","7,140",No View,No,1942,98146
4/1/2015,270000,1.75,1.6,4,3.9,Average,2,7,7883603390,47.5292,-122.323,248K,"1,560","4,290",No View,No,1994,98108
4/30/2015,307000,2,1.6,4,3.9,Average,2,7,5559200170,47.3197,-122.343,283K,"2,390","23,972",No View,No,1949,98023
4/9/2015,277500,2,1.6,4,3.9,Average,2,7,2122059014,47.3748,-122.186,248K,"1,700","12,048",No View,No,1990,98030
4/27/2015,375000,2,1.6,4,3.9,Average,2,7,5248800250,47.5533,-122.307,354K,"1,620","4,600",No View,No,1909,98108
4/29/2015,595000,2,1.6,4,3.9,Average,2,7,2883200160,47.6831,-122.329,567K,"2,020","2,849",No View,No,1960,98115
4/9/2015,400000,2,1.6,4,3.9,Average,2,7,7950303530,47.5631,-122.285,390K,"2,060","3,060",No View,No,1968,98118
4/14/2015,420000,2.25,1.6,4,3.9,Average,2,7,6662410070,47.7699,-122.168,390K,"2,030","12,000",No View,No,1977,98011
4/24/2015,501000,2.25,1.6,4,3.9,Average,2,7,9269260240,47.7534,-122.218,496K,"2,680","5,439",No View,No,2000,98011
4/28/2015,280000,2.25,1.6,4,3.9,Average,2,7,5702380770,47.194,-121.981,248K,"1,600","7,916",No View,No,1991,98022
4/15/2015,272000,2.25,1.6,4,3.9,Average,2,7,1565900390,47.2126,-121.984,248K,"1,800","9,018",No View,No,1992,98022
4/28/2015,350000,2.25,1.6,4,3.9,Average,2,7,3797710010,47.4192,-122.201,319K,"1,770","7,778",No View,No,1998,98031
4/21/2015,420000,2.25,1.6,4,3.9,Average,2,7,3275000090,47.7242,-122.17,390K,"2,270","9,100",No View,No,1978,98034
4/8/2015,293000,2.25,1.6,4,3.9,Average,2,7,9406450090,47.3882,-122.053,283K,"2,360","6,260",No View,No,1998,98038
4/15/2015,402000,2.25,1.6,4,3.9,Average,2,7,8155820080,47.5055,-122.189,390K,"1,790","7,311",No View,No,1992,98056
4/14/2015,435000,2.25,1.6,4,3.9,Average,2,7,3876312490,47.7352,-122.175,425K,"1,910","8,400",No View,No,1975,98072
4/21/2015,281000,2.25,1.6,4,3.9,Average,2,7,8946750170,47.32,-122.178,248K,"1,677","3,600",No View,No,2012,98092
4/28/2015,359950,2.5,2.4,4,3.9,Average,2,7,3820350020,47.735,-121.985,354K,"1,820","3,899",No View,No,1999,98019
4/16/2015,312500,2.5,2.4,4,3.9,Average,2,7,2221800080,47.3585,-122.195,283K,"2,160","8,755",No View,No,1993,98030
4/13/2015,351000,2.5,2.4,4,3.9,Average,2,7,6752600130,47.3982,-122.171,319K,"2,370","7,274",No View,No,1997,98031
4/8/2015,315000,2.5,2.4,4,3.9,Average,2,7,1545800290,47.3638,-122.053,283K,"1,700","6,675",No View,No,1997,98038
4/1/2015,361500,2.5,2.4,4,3.9,Average,2,7,2310050040,47.3528,-122.041,354K,"1,980","7,334",No View,No,2003,98038
4/23/2015,445000,2.5,2.4,4,3.9,Average,2,7,2781250150,47.3499,-122.027,425K,"2,990","6,383",No View,No,2003,98038
4/27/2015,349000,2.5,2.4,4,3.9,Average,2,7,5104510190,47.3573,-122.016,319K,"1,830","4,694",No View,No,2003,98038
4/28/2015,360000,2.5,2.4,4,3.9,Average,2,7,2781250110,47.3505,-122.027,354K,"2,640","7,388",No View,No,2003,98038
4/1/2015,305000,2.5,2.4,4,3.9,Average,2,7,9542840570,47.3661,-122.02,283K,"1,620","4,000",No View,No,2008,98038
4/22/2015,355000,2.5,2.4,4,3.9,Average,2,7,9542830050,47.3658,-122.019,354K,"2,150","3,600",No View,No,2010,98038
4/7/2015,320000,2.5,2.4,4,3.9,Average,2,7,6147650430,47.3828,-122.098,319K,"3,130","5,200",No View,No,2005,98042
